Image Path,Center_X,Center_Y
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,170.08304498269896,67.37370242214533
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,495.6998050682261,71.6140350877193
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,115.59160305343511,78.77480916030534
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,771.2651006711409,80.64541387024609
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,70.58181818181818,75.73333333333333
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,728.5473186119874,79.73028391167192
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,185.78014184397162,81.71867612293144
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,165.06315789473683,87.12105263157895
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,628.0551558752998,96.71702637889689
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,277.4584221748401,87.91471215351812
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,95.29454545454546,86.79272727272728
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,834.9470404984423,93.46728971962617
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,506.95409836065573,92.19016393442622
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,721.0852272727273,107.3877840909091
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,48.80415944540728,100.3258232235702
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,701.3221343873518,100.77470355731225
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,208.85211267605635,108.42957746478874
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,810.130198915009,112.20433996383363
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,111.35665024630542,129.0344827586207
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,854.5851449275362,120.15217391304348
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,201.11469933184856,125.76280623608018
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,49.26,125.7309090909091
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,493.0330578512397,134.03822314049586
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,446.01612903225805,129.30107526881721
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,976.2759315206445,143.28398791540786
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,136.25876460767947,140.36227045075125
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,839.2988826815642,137.4776536312849
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,891.910780669145,140.05947955390334
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,263.2352941176471,151.74640522875816
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,536.1411208642809,151.65361242403782
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,72.91740412979351,148.32743362831857
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,40.067567567567565,147.65675675675675
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,403.5324283559578,150.3891402714932
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,441.99649122807017,149.44561403508771
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,243.57650273224044,154.44808743169398
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,176.96875,168.15086206896552
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,494.9788732394366,161.96378269617705
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,626.0284552845528,157.3130081300813
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,143.03221083455344,167.23279648609076
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,306.326139088729,164.54676258992805
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,329.412037037037,163.63194444444446
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,819.6467289719626,172.62803738317757
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,935.2111111111111,164.48055555555555
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,953.1269461077844,172.36766467065868
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,90.78164556962025,166.66139240506328
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,42.645042839657286,188.9596083231334
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,210.6361502347418,169.15962441314554
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,846.1689612015019,181.65707133917397
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,918.4153074027604,183.57967377666247
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,514.4987623762377,181.5742574257426
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,975.5811403508771,182.25438596491227
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,660.7494646680942,191.1456102783726
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,300.62080536912754,186.21140939597316
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,152.04632152588556,185.69209809264305
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,450.7725540025413,191.5412960609911
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,829.3543123543124,197.8997668997669
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,989.5287539936103,200.37699680511182
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,189.44805194805195,204.0922077922078
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,479.09255363904083,239.77156079091293
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,692.542395693136,210.00538358008075
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,781.6900452488687,204.68099547511312
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,328.63592233009706,218.04449838187702
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,928.3784722222222,210.55729166666666
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,90.20463032113517,221.50112023898433
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,163.09102244389027,221.45760598503742
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,300.4672619047619,221.49255952380952
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,459.5298165137615,210.68577981651376
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,1013.6449275362319,216.64927536231883
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,524.6122098022356,224.731728288908
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,665.7123287671233,214.59360730593608
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,381.446949602122,215.8501326259947
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,72.91569767441861,218.6046511627907
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,194.93150684931507,225.18664383561645
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,40.69620253164557,222.86835443037975
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,481.77015437392794,225.45626072041168
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,776.6005747126437,224.10632183908046
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,666.7308510638297,236.74255319148935
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,444.9311320754717,241.09339622641508
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,49.398294762484774,240.06333739342264
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,112.45415778251599,235.88272921108742
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,374.4646924829157,234.89521640091115
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,319.5943396226415,240.26650943396226
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,152.20689655172413,251.03134796238245
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,289.13723916532905,249.3250401284109
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,407.16930379746833,238.30696202531647
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,911.7815028901734,254.7364161849711
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,358.53917050691246,252.4500768049155
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,219.08028169014085,254.6774647887324
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,732.9947575360419,245.305373525557
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,942.5458333333333,254.85416666666666
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,109.25492468134415,258.27114716106604
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,176.82201405152225,256.42857142857144
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,507.2300380228137,269.08555133079847
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,80.13953488372093,258.53197674418607
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,398.53626634958385,263.6884661117717
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,670.322869955157,263.6502242152466
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,576.8912732474964,266.4062947067239
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,58.58303886925795,271.0318021201413
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,316.90340909090907,272.39204545454544
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,340.35304659498206,275.0878136200717
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,938.9146198830409,276.7157894736842
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,433.72972972972974,275.6902286902287
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,115.90709046454768,279.48533007334964
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,731.7734204793028,282.8137254901961
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,415.25458468176913,287.0355987055016
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,574.6601941747573,286.6092233009709
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,469.6191117092867,289.61103633916554
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,320.38052299368803,300.13345356176734
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,758.0506108202443,298.54275741710296
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,800.4809160305343,291.68447837150126
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,55.181146025878,295.3271719038817
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,626.9918181818182,308.4736363636364
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,162.9920724801812,309.1449603624009
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,698.797373358349,299.56660412757975
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,549.9227421109902,310.67899891186073
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,123.53995157384988,315.1670702179177
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,510.6788990825688,307.7732634338139
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,823.0449678800857,302.9421841541756
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,599.2711496746203,304.72668112798266
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,780.3333333333334,304.66831683168317
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,854.8074679113186,312.2578763127188
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,669.8677098150782,312.90896159317214
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,1043.22864651774,317.12483574244413
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,722.5023696682465,321.9118483412322
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,100.68456375838926,320.8646532438479
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,142.79234972677597,309.2158469945355
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,65.61247443762781,318.55930470347647
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,380.04229607250755,315.01510574018124
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,489.5394088669951,326.0591133004926
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,451.9429477020602,332.91442155309034
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,769.1134831460674,333.2303370786517
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,815.2344983089064,337.4543404735062
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,741.3891509433962,331.7688679245283
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,219.03959773727215,342.0320553111251
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,463.8930412371134,348.1353092783505
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,872.4470774091627,344.349131121643
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,160.88522427440634,347.2084432717678
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,523.655526992288,351.633676092545
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,650.607544141252,363.15048154093097
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,748.3917695473251,359.322633744856
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,789.4900662251656,357.75331125827813
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,475.43564356435644,356.91089108910893
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,65.70212765957447,362.2798690671031
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,420.1456392887384,368.16172734970365
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,42.5518018018018,368.2364864864865
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,854.0699790062981,384.9818054583625
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,1031.9835487661574,375.4853113983549
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,194.8714859437751,383.36044176706827
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,815.4660347551343,374.12796208530807
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,87.27103825136612,381.53879781420767
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,451.34597156398104,375.78909952606637
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,861.9445590510572,626.0850954100051
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,896.3021806853583,395.1578400830737
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,504.84464431725263,389.14636140637776
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,770.4705400981996,390.1284779050736
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,65.90635091496233,406.1410118406889
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,169.48496240601503,389.9812030075188
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,110.95758718190386,394.5089538171536
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,830.9722222222222,393.5457516339869
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,652.3133462282399,393.84912959381046
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,476.1473136915078,402.6542461005199
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,957.6996086105676,405.0332681017613
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,807.9379157427938,404.07982261640797
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,640.688202247191,412.40449438202245
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,752.6129629629629,426.8703703703704
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,792.4677419354839,418.12557603686633
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,462.41959064327483,420.19152046783626
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,42.7905604719764,418.8938053097345
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,823.2245145631068,426.6759708737864
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,966.9329805996473,437.2663139329806
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,483.06,441.64666666666665
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,331.8185840707965,449.9646017699115
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,453.0604534005038,447.01385390428214
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,832.8682432432432,444.68581081081084
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,50.77777777777778,451.3301127214171
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,803.2131474103586,452.4681274900398
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,760.0391644908616,452.1044386422976
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,872.4807417974322,463.02710413694723
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,907.2238033635188,471.0426908150065
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,473.4560810810811,473.5867117117117
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,500.4088785046729,464.39252336448595
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,634.1992409867173,467.965844402277
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,769.7785087719299,476.7763157894737
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,1047.8461538461538,472.47802197802196
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,853.2078651685393,478.4073033707865
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,332.2686230248307,481.32279909706546
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,959.9031141868512,486.1603229527105
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,380.1154345006485,488.8093385214008
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,832.2675367047308,491.22022838499186
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,186.69866666666667,487.304
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,855.1902748414376,501.1374207188161
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,344.2488038277512,504.9712918660287
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,342.7144032921811,522.437037037037
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,815.7291452111225,515.941297631308
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,781.6309103740297,520.5342272406492
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,389.9478787878788,511.2448484848485
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,956.8241206030151,517.0929648241206
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,451.85795454545456,521.8958333333334
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,981.2823984526112,520.0676982591876
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,185.51084337349397,520.7638554216868
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,761.0450236966825,522.4928909952606
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,856.2739916550765,531.6578581363004
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,514.5440414507772,540.5060449050086
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,882.6014109347443,542.1798941798942
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,194.11962833914055,543.725900116144
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,548.098880597015,547.7555970149253
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,406.8292011019284,531.9531680440772
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,965.6785714285714,534.3678571428571
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,366.3575757575758,537.1333333333333
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,387.0966666666667,542.965
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,479.1689440993789,545.2086956521739
