Image Path,Center_X,Center_Y,Saved Label
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,165,87,Over_seg
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,628,96,Metaphase
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,277,87,Late G1
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,95,86,Over_seg
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,834,93,S/G2
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,506,92,Over_seg
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,721,107,Telophase
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,48,100,Over_seg
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,701,100,Over_seg
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,208,108,Over_seg
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,810,112,Over_seg
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,111,129,Abberent
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,854,120,Late G1
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,201,125,Abberent
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,49,125,Late G1
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,493,134,Abberent
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,446,129,Over_seg
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,976,143,Abberent
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,136,140,S/G2
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,839,137,Over_seg
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,891,140,S/G2
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,263,151,S/G2
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,536,151,Abberent
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,72,148,Abberent
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,40,147,Over_seg
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,403,150,Telophase
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,441,149,Over_seg
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,243,154,Over_seg
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,176,168,Abberent
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,494,161,Telophase
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,626,157,Late G1
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,143,167,Abberent
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,306,164,Over_seg
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,329,163,Late G1
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,819,172,Over_seg
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,935,164,Over_seg
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,953,172,Telophase
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,90,166,Over_seg
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,42,188,Abberent
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,210,169,Over_seg
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,846,181,S/G2
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,918,183,Over_seg
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,514,181,Over_seg
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,975,182,Over_seg
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,660,191,Telophase
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,300,186,Over_seg
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,152,185,Over_seg
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,450,191,Telophase
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,829,197,Over_seg
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,989,200,S/G2
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,189,204,Telophase
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,479,239,Abberent
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,692,210,Telophase
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,781,204,Over_seg
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,328,218,Abberent
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,928,210,Over_seg
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,90,221,Abberent
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,163,221,Metaphase
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,300,221,Telophase
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,459,210,Over_seg
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,1013,216,S/G2
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,524,224,Telophase
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,665,214,Over_seg
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,381,215,Telophase
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,72,218,Over_seg
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,194,225,Late G1
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,40,222,Over_seg
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,481,225,Over_seg
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,776,224,Over_seg
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,666,236,S/G2
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,444,241,Telophase
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,49,240,Telophase
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,112,235,Over_seg
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,374,234,Over_seg
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,319,240,Late G1
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,152,251,Abberent
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,289,249,Abberent
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,407,238,S/G2
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,911,254,Abberent
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,358,252,S/G2
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,219,254,Telophase
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,732,245,Telophase
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,942,254,Over_seg
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,109,258,S/G2
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,176,256,Late G1
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,507,269,Telophase
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,80,258,Over_seg
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,398,263,Telophase
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,670,263,Over_seg
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,576,266,S/G2
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,58,271,Late G1
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,316,272,Over_seg
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,340,275,Late G1
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,938,276,Telophase
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,433,275,Late G1
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,115,279,Abberent
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,731,282,Telophase
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,415,287,Telophase
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,574,286,Over_seg
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,469,289,S/G2
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,320,300,S/G2
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,758,298,S/G2
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,800,291,Over_seg
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,55,295,S/G2
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,626,308,Abberent
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,162,309,Telophase
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,698,299,S/G2
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,549,310,Telophase
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,123,315,Telophase
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,510,307,Over_seg
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,823,302,Over_seg
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,599,304,Late G1
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,780,304,Over_seg
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,854,312,Telophase
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,669,312,Late G1
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,1043,317,Telophase
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,722,321,Abberent
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,100,320,Telophase
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,142,309,Over_seg
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,65,318,Telophase
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,380,315,Over_seg
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,489,326,S/G2
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,451,332,S/G2
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,769,333,Over_seg
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,815,337,Abberent
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,741,331,Over_seg
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,219,342,Abberent
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,463,348,Telophase
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,872,344,S/G2
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,160,347,Over_seg
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,523,351,Telophase
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,650,363,Abberent
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,748,359,Telophase
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,789,357,Late G1
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,475,356,Over_seg
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,65,362,Late G1
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,420,368,Abberent
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,42,368,Over_seg
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,854,384,Abberent
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,1031,375,Abberent
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,194,383,Telophase
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,815,374,S/G2
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,87,381,Telophase
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,451,375,Over_seg
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,861,626,Abberent
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,896,395,Telophase
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,504,389,Abberent
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,770,390,Abberent
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,65,406,Abberent
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,169,389,Late G1
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,110,394,Abberent
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,830,393,Over_seg
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,652,393,Over_seg
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,476,402,Telophase
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,957,405,Telophase
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,807,404,Over_seg
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,640,412,S/G2
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,752,426,Abberent
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,792,418,S/G2
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,462,420,S/G2
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,42,418,Over_seg
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,823,426,Telophase
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,966,437,Telophase
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,483,441,Over_seg
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,331,449,Anaphase
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,453,447,Telophase
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,832,444,Over_seg
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,50,451,Abberent
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,803,452,S/G2
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,760,452,Over_seg
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,872,463,Telophase
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,907,471,Telophase
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,473,473,Telophase
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,500,464,Over_seg
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,634,467,S/G2
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,769,476,S/G2
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,1047,472,Late G1
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,853,478,Over_seg
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,332,481,Over_seg
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,959,486,Telophase
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,380,488,Abberent
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,832,491,Over_seg
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,186,487,S/G2
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,855,501,Over_seg
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,344,504,Over_seg
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,342,522,Abberent
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,815,515,Abberent
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,781,520,Abberent
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,389,511,Abberent
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,956,517,Over_seg
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,451,521,Over_seg
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,981,520,Over_seg
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,185,520,Over_seg
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,761,522,Over_seg
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,856,531,Metaphase
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,514,540,S/G2
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,882,542,Abberent
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,194,543,S/G2
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,548,547,Abberent
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,406,531,Over_seg
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,965,534,Over_seg
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,366,537,Over_seg
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,387,542,Over_seg
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,479,545,Abberent
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,806,538,Over_seg
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,247,552,Abberent
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,347,549,Over_seg
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,424,545,Over_seg
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,401,561,Anaphase
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,735,560,Telophase
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,166,555,Over_seg
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,462,558,Over_seg
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,646,556,Telophase
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,368,559,Over_seg
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,223,563,Over_seg
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,711,563,S/G2
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,180,590,Abberent
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,510,577,Over_seg
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,448,580,Over_seg
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,675,588,S/G2
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,381,578,Over_seg
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,213,582,Telophase
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,812,579,Over_seg
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,772,602,Abberent
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,415,588,Metaphase
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,286,588,Over_seg
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,857,594,Telophase
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,906,591,Over_seg
/home/myra/git/CycleNET/example/input_images/r01c01f01p01-ch1sk1fk1fl1.tiff,801,598,S/G2
